name,genre,type,sum
sekaiichi hatsukoi ,"comedy, drama, romance, shounen ai",tv,"sekaiichi hatsukoi  comedy, drama, romance, shounen ai tv"
yahari ore no seishun love comedy wa machigatteiru. zok,"comedy, drama, romance, school",tv,"yahari ore no seishun love comedy wa machigatteiru. zok comedy, drama, romance, school tv"
yahari ore no seishun love comedy wa machigatteiru. zoku ov,"comedy, romance, school",ova,"yahari ore no seishun love comedy wa machigatteiru. zoku ov comedy, romance, school ova"
aria the natura,"fantasy, sci-fi, shounen, slice of life",tv,"aria the natura fantasy, sci-fi, shounen, slice of life tv"
black lagoon: the second barrag,"action, seinen",tv,"black lagoon: the second barrag action, seinen tv"
clanna,"comedy, drama, romance, school, slice of life, supernatural",tv,"clanna comedy, drama, romance, school, slice of life, supernatural tv"
kami nomi zo shiru sekai: megami-he,"comedy, harem, romance, shounen, supernatural",tv,"kami nomi zo shiru sekai: megami-he comedy, harem, romance, shounen, supernatural tv"
summer war,"comedy, sci-fi",movie,"summer war comedy, sci-fi movie"
baccano! special,"action, comedy, historical, mystery, seinen, supernatural",special,"baccano! special action, comedy, historical, mystery, seinen, supernatural special"
detective conan movie 14: the lost ship in the sk,"action, mystery, police, shounen",movie,"detective conan movie 14: the lost ship in the sk action, mystery, police, shounen movie"
gyakkyou burai kaiji: hakairoku-he,"game, psychological, seinen, thriller",tv,"gyakkyou burai kaiji: hakairoku-he game, psychological, seinen, thriller tv"
initial d final stag,"cars, seinen, sports",tv,"initial d final stag cars, seinen, sports tv"
kaib,"adventure, mystery, romance, sci-fi",tv,"kaib adventure, mystery, romance, sci-fi tv"
one piece: episode of merry - mou hitori no nakama no monogatar,"action, adventure, comedy, drama, fantasy, shounen, super power",special,"one piece: episode of merry - mou hitori no nakama no monogatar action, adventure, comedy, drama, fantasy, shounen, super power special"
saiki kusuo no ψ-nan (tv,"comedy, school, shounen, supernatural",tv,"saiki kusuo no ψ-nan (tv comedy, school, shounen, supernatural tv"
cardcaptor sakura movie 2: fuuin sareta car,"comedy, drama, fantasy, magic, romance, shoujo",movie,"cardcaptor sakura movie 2: fuuin sareta car comedy, drama, fantasy, magic, romance, shoujo movie"
hajime no ippo: mashiba vs. kimur,"comedy, shounen, sports",ova,"hajime no ippo: mashiba vs. kimur comedy, shounen, sports ova"
kamisama hajimemashita,"comedy, demons, fantasy, romance, shoujo, supernatural",tv,"kamisama hajimemashita comedy, demons, fantasy, romance, shoujo, supernatural tv"
skip beat,"comedy, drama, romance, shoujo",tv,"skip beat comedy, drama, romance, shoujo tv"
yowamushi pedal: grande roa,"comedy, drama, shounen, sports",tv,"yowamushi pedal: grande roa comedy, drama, shounen, sports tv"
gankutsuo,"drama, mystery, sci-fi, supernatural, thriller",tv,"gankutsuo drama, mystery, sci-fi, supernatural, thriller tv"
majo no takkyuubi,"adventure, comedy, drama, fantasy, magic, romance",movie,"majo no takkyuubi adventure, comedy, drama, fantasy, magic, romance movie"
nodame cantabile: paris-he,"comedy, josei, music, romance, slice of life",tv,"nodame cantabile: paris-he comedy, josei, music, romance, slice of life tv"
one piece: episode of nami - koukaishi no namida to nakama no kizun,"action, adventure, comedy, drama, fantasy, shounen, super power",special,"one piece: episode of nami - koukaishi no namida to nakama no kizun action, adventure, comedy, drama, fantasy, shounen, super power special"
osomatsu-sa,"comedy, parody",tv,"osomatsu-sa comedy, parody tv"
space☆dandy 2nd seaso,"comedy, sci-fi, space",tv,"space☆dandy 2nd seaso comedy, sci-fi, space tv"
tsumiki no i,drama,movie,tsumiki no i drama movie
detroit metal cit,"comedy, music",ova,"detroit metal cit comedy, music ova"
eve no jika,"sci-fi, slice of life",ona,"eve no jika sci-fi, slice of life ona"
eve no jikan (movie,"sci-fi, slice of life",movie,"eve no jikan (movie sci-fi, slice of life movie"
kaichou wa maid-sama,"comedy, romance, school, shoujo",tv,"kaichou wa maid-sama comedy, romance, school, shoujo tv"
saint seiya: meiou hades juuni kyuu-he,"adventure, sci-fi, shounen",ova,"saint seiya: meiou hades juuni kyuu-he adventure, sci-fi, shounen ova"
zankyou no terro,"psychological, thriller",tv,"zankyou no terro psychological, thriller tv"
darker than black: kuro no keiyakush,"action, mystery, sci-fi, super power",tv,"darker than black: kuro no keiyakush action, mystery, sci-fi, super power tv"
detective cona,"adventure, comedy, mystery, police, shounen",tv,"detective cona adventure, comedy, mystery, police, shounen tv"
detective conan movie 05: countdown to heave,"adventure, comedy, mystery, police, shounen",movie,"detective conan movie 05: countdown to heave adventure, comedy, mystery, police, shounen movie"
diamond no ac,"comedy, school, shounen, sports",tv,"diamond no ac comedy, school, shounen, sports tv"
fairy tail (2014,"action, adventure, comedy, fantasy, magic, shounen",tv,"fairy tail (2014 action, adventure, comedy, fantasy, magic, shounen tv"
hibike! euphonium ,"drama, music, school",tv,"hibike! euphonium  drama, music, school tv"
jojo no kimyou na bouken: stardust crusader,"action, adventure, drama, shounen, supernatural",tv,"jojo no kimyou na bouken: stardust crusader action, adventure, drama, shounen, supernatural tv"
maison ikkok,"comedy, drama, romance, slice of life",tv,"maison ikkok comedy, drama, romance, slice of life tv"
non non biyori repea,"comedy, school, seinen, slice of life",tv,"non non biyori repea comedy, school, seinen, slice of life tv"
shijou saikyou no deshi kenich,"action, comedy, martial arts, school, shounen",tv,"shijou saikyou no deshi kenich action, comedy, martial arts, school, shounen tv"
yuusha-ou gaogaigar fina,"adventure, drama, mecha, sci-fi, shounen",ova,"yuusha-ou gaogaigar fina adventure, drama, mecha, sci-fi, shounen ova"
gekkan shoujo nozaki-ku,"comedy, romance, school",tv,"gekkan shoujo nozaki-ku comedy, romance, school tv"
initial d fourth stag,"action, cars, drama, seinen, sports",tv,"initial d fourth stag action, cars, drama, seinen, sports tv"
junjou romantica ,"comedy, drama, romance, shounen ai",tv,"junjou romantica  comedy, drama, romance, shounen ai tv"
kaze tachin,"drama, historical, romance",movie,"kaze tachin drama, historical, romance movie"
kingdo,"action, historical, military, seinen",tv,"kingdo action, historical, military, seinen tv"
kuragehim,"comedy, josei, slice of life",tv,"kuragehim comedy, josei, slice of life tv"
magi: the labyrinth of magi,"action, adventure, fantasy, magic, shounen",tv,"magi: the labyrinth of magi action, adventure, fantasy, magic, shounen tv"
mobile suit gundam 0,"action, drama, mecha, military, sci-fi, space",tv,"mobile suit gundam 0 action, drama, mecha, military, sci-fi, space tv"
relif,"romance, school, slice of life",tv,"relif romance, school, slice of life tv"
saint seiya: the lost canvas - meiou shinw,"action, adventure, martial arts, shounen, super power, supernatural",ova,"saint seiya: the lost canvas - meiou shinw action, adventure, martial arts, shounen, super power, supernatural ova"
seirei no moribit,"action, adventure, fantasy, historical",tv,"seirei no moribit action, adventure, fantasy, historical tv"
akatsuki no yon,"action, adventure, comedy, fantasy, romance, shoujo",tv,"akatsuki no yon action, adventure, comedy, fantasy, romance, shoujo tv"
detective conan movie 08: magician of the silver sk,"adventure, comedy, mystery, police, shounen",movie,"detective conan movie 08: magician of the silver sk adventure, comedy, mystery, police, shounen movie"
durarara!!x2 kets,"action, mystery, supernatural",tv,"durarara!!x2 kets action, mystery, supernatural tv"
free!: eternal summer specia,"comedy, school, slice of life",special,"free!: eternal summer specia comedy, school, slice of life special"
glass no kamen (2005,"drama, shoujo",tv,"glass no kamen (2005 drama, shoujo tv"
gosic,"drama, historical, mystery, romance",tv,"gosic drama, historical, mystery, romance tv"
hajime no ippo: boxer no kobush,"comedy, drama, shounen, sports",special,"hajime no ippo: boxer no kobush comedy, drama, shounen, sports special"
initial d first stag,"action, cars, drama, seinen, sports",tv,"initial d first stag action, cars, drama, seinen, sports tv"
kill la kil,"action, comedy, school, super power",tv,"kill la kil action, comedy, school, super power tv"
lovely★comple,"comedy, romance, shoujo",tv,"lovely★comple comedy, romance, shoujo tv"
perfect blu,"dementia, drama, horror, psychological",movie,"perfect blu dementia, drama, horror, psychological movie"
princess tut,"comedy, fantasy, magic, romance",tv,"princess tut comedy, fantasy, magic, romance tv"
sakasama no patem,"sci-fi, seinen",movie,"sakasama no patem sci-fi, seinen movie"
tsubasa: shunraik,"action, adventure, drama, fantasy, magic, mystery, romance, shounen, supernatural",ova,"tsubasa: shunraik action, adventure, drama, fantasy, magic, mystery, romance, shounen, supernatural ova"
ashita no jo,"drama, sports",tv,"ashita no jo drama, sports tv"
fairy tai,"action, adventure, comedy, fantasy, magic, shounen",tv,"fairy tai action, adventure, comedy, fantasy, magic, shounen tv"
ghost in the shell: stand alone complex - solid state societ,"mecha, military, mystery, police, sci-fi, seinen",special,"ghost in the shell: stand alone complex - solid state societ mecha, military, mystery, police, sci-fi, seinen special"
magi: sinbad no bouken (tv,"action, adventure, fantasy, magic, shounen",tv,"magi: sinbad no bouken (tv action, adventure, fantasy, magic, shounen tv"
shoujo kakumei uten,"drama, fantasy, psychological, shoujo",tv,"shoujo kakumei uten drama, fantasy, psychological, shoujo tv"
tengen toppa gurren lagann movie: gurren-he,"action, comedy, mecha",movie,"tengen toppa gurren lagann movie: gurren-he action, comedy, mecha movie"
detective conan movie 10: requiem of the detective,"adventure, comedy, mystery, police, shounen",movie,"detective conan movie 10: requiem of the detective adventure, comedy, mystery, police, shounen movie"
evangelion: 1.0 you are (not) alon,"action, mecha, sci-fi",movie,"evangelion: 1.0 you are (not) alon action, mecha, sci-fi movie"
full metal panic? fumoff,"action, comedy, school",tv,"full metal panic? fumoff action, comedy, school tv"
ginga eiyuu densetsu: arata naru tatakai no overtur,"action, drama, military, sci-fi, space",movie,"ginga eiyuu densetsu: arata naru tatakai no overtur action, drama, military, sci-fi, space movie"
kara no kyoukai 3: tsuukaku zanryu,"action, drama, mystery, supernatural, thriller",movie,"kara no kyoukai 3: tsuukaku zanryu action, drama, mystery, supernatural, thriller movie"
mobile suit gundam 00 second seaso,"action, drama, mecha, military, sci-fi, space",tv,"mobile suit gundam 00 second seaso action, drama, mecha, military, sci-fi, space tv"
nisemonogatar,"comedy, mystery, supernatural",tv,"nisemonogatar comedy, mystery, supernatural tv"
tsukimonogatar,"comedy, mystery, supernatural",tv,"tsukimonogatar comedy, mystery, supernatural tv"
ansatsu kyoushitsu (tv,"action, comedy, school, shounen",tv,"ansatsu kyoushitsu (tv action, comedy, school, shounen tv"
aria the avvenir,"fantasy, sci-fi, shounen, slice of life",special,"aria the avvenir fantasy, sci-fi, shounen, slice of life special"
baby steps 2nd seaso,"romance, school, shounen, sports",tv,"baby steps 2nd seaso romance, school, shounen, sports tv"
d.gray-ma,"action, adventure, comedy, shounen",tv,"d.gray-ma action, adventure, comedy, shounen tv"
"ginga eiyuu densetsu gaiden: senoku no hoshi, senoku no hikar","action, military, sci-fi, space",ova,"ginga eiyuu densetsu gaiden: senoku no hoshi, senoku no hikar action, military, sci-fi, space ova"
gintama: jump festa 2014 specia,"action, comedy, historical, parody, samurai, sci-fi, shounen",special,"gintama: jump festa 2014 specia action, comedy, historical, parody, samurai, sci-fi, shounen special"
lupin iii: cagliostro no shir,"adventure, comedy, shounen",movie,"lupin iii: cagliostro no shir adventure, comedy, shounen movie"
mobile suit gundam: iron-blooded orphans 2nd seaso,"action, drama, mecha, sci-fi, space",tv,"mobile suit gundam: iron-blooded orphans 2nd seaso action, drama, mecha, sci-fi, space tv"
ookiku furikabutte: natsu no taikai-he,"comedy, sports",tv,"ookiku furikabutte: natsu no taikai-he comedy, sports tv"
saiunkoku monogatari 2nd seaso,"adventure, comedy, drama, fantasy, historical, romance",tv,"saiunkoku monogatari 2nd seaso adventure, comedy, drama, fantasy, historical, romance tv"
sekaiichi hatsukoi movie: yokozawa takafumi no baa,"comedy, drama, romance, shounen ai",movie,"sekaiichi hatsukoi movie: yokozawa takafumi no baa comedy, drama, romance, shounen ai movie"
ano hi mita hana no namae wo bokutachi wa mada shiranai. movi,"drama, slice of life, supernatural",movie,"ano hi mita hana no namae wo bokutachi wa mada shiranai. movi drama, slice of life, supernatural movie"
dennou coi,"adventure, comedy, drama, mystery, sci-fi",tv,"dennou coi adventure, comedy, drama, mystery, sci-fi tv"
eureka seve,"adventure, drama, mecha, romance, sci-fi",tv,"eureka seve adventure, drama, mecha, romance, sci-fi tv"
ghost in the shell: stand alone complex - the laughing ma,"action, mecha, mystery, police, psychological, sci-fi, seinen",special,"ghost in the shell: stand alone complex - the laughing ma action, mecha, mystery, police, psychological, sci-fi, seinen special"
gintama: dai hanseika,"action, comedy, parody, samurai",special,"gintama: dai hanseika action, comedy, parody, samurai special"
